customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Tenure Group,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Monthly Charge Group,TotalCharges,Churn_Numeric,Churn,SeniorCitizenText
9500-LTVBP,Female,0,No,No,35,Medium,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,High,2835.9,,No,No
7252-NTGSS,Female,0,No,No,1,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,Medium,45.15,,No,No
8149-AIQCG,Male,0,No,No,39,Long,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,High,2730.85,,No,No
1360-JYXKQ,Female,1,Yes,No,54,Long,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,High,5437.1,,No,Yes
2955-PSXOE,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,Low,20.2,,Yes,No
7762-URZQH,Male,0,Yes,No,66,Long,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,High,6981.35,,Yes,No
0899-WZRSD,Male,0,No,No,56,Long,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,High,5794.45,,No,No
3255-GRXMG,Male,0,No,Yes,18,Medium,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,Medium,747.2,,No,No
4828-FAZPK,Female,0,Yes,Yes,16,Medium,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,High,1267.95,,No,No
6094-ZIVKX,Female,0,No,No,68,Long,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,Medium,3674.95,,No,No
6925-BAYGL,Female,1,Yes,No,53,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,Low,1275.6,,No,Yes
3262-EIDHV,Female,0,Yes,Yes,72,Long,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,High,5893.9,,No,No
7354-OIJLX,Male,0,No,No,9,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,High,724.65,,No,No
1376-HHBDV,Female,0,No,No,30,Medium,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,Medium,1536.75,,No,No
6907-NZZIJ,Female,0,No,No,36,Medium,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,High,3615.6,,Yes,No
6133-OZILE,Female,0,No,No,18,Medium,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,Medium,607.3,,No,No
4135-FRWKJ,Female,1,Yes,Yes,55,Long,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,High,4154.55,,No,Yes
2911-UREFD,Female,0,Yes,No,39,Long,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,Medium,2184.35,,Yes,No
3744-ZRRDZ,Male,0,No,No,21,Medium,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,High,1852.85,,Yes,No
5673-TIYIB,Male,0,No,No,2,New,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,Medium,77.15,,Yes,No
6551-ZCOTS,Male,1,No,No,33,Medium,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,Low,847.8,,No,Yes
7191-ADRGF,Male,0,Yes,No,44,Long,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,Medium,2390.45,,No,No
5018-LXQQG,Female,0,Yes,Yes,30,Medium,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,Medium,1923.5,,No,No
6892-BOGQE,Female,0,Yes,No,71,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,Low,1493.2,,No,No
1602-IJQQE,Female,0,No,No,4,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,High,338.1,,Yes,No
4628-WQCQQ,Male,0,No,Yes,35,Medium,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,High,3030.6,,Yes,No
1746-TGTWV,Male,0,Yes,No,1,New,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,High,75.35,,No,No
5995-SNNEW,Male,1,Yes,No,23,Medium,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,High,2184.85,,No,Yes
8050-WYBND,Female,0,No,Yes,22,Medium,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,Medium,1031.4,,No,No
2821-WARNZ,Female,0,No,Yes,49,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,Low,921.3,,No,No
4879-GZLFH,Female,0,Yes,Yes,42,Long,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,High,3875.4,,No,No
1644-IRKSF,Female,0,Yes,Yes,33,Medium,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,High,3124.5,,Yes,No
8314-HTWVE,Female,0,Yes,Yes,7,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,Low,144.15,,No,No
9402-ROUMJ,Female,0,Yes,Yes,67,Long,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,High,6689,,No,No
2507-QZPQS,Male,0,No,No,15,Medium,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,High,1451.1,,No,No
7159-NOKYQ,Male,0,Yes,No,67,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,High,6368.2,,No,No
5707-ZMDJP,Male,0,Yes,Yes,53,Long,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,Medium,3729.6,,No,No
8779-YIQQA,Male,0,Yes,Yes,21,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,Low,350.1,,No,No
7136-IHZJA,Female,0,Yes,Yes,40,Long,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,High,2847.2,,No,No
8966-OIQHG,Female,0,Yes,Yes,22,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,Low,452.35,,No,No
7074-STDCN,Male,0,No,No,39,Long,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,Medium,1494.5,,No,No
3705-PSNGL,Male,0,No,No,45,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,Low,930.45,,Yes,No
8739-QOTTN,Female,0,Yes,No,2,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,Low,41.85,,No,No
1399-OUPJN,Female,0,Yes,Yes,57,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,Low,1272.05,,No,No
0277-BKSQP,Male,0,Yes,Yes,8,New,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,Medium,475.1,,No,No
6502-HCJTI,Male,1,Yes,No,7,New,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,High,673.1,,Yes,Yes
2606-RMDHZ,Male,0,No,No,6,New,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,Low,208.7,,Yes,No
5774-XZTQC,Female,0,Yes,Yes,7,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,Low,150.75,,No,No
2676-SSLTO,Male,0,No,No,49,Long,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,Medium,3199,,No,No
6266-QHOJZ,Female,0,No,No,65,Long,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,High,5844.65,,No,No
7269-JISCY,Female,0,No,No,55,Long,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,Medium,2462.6,,No,No
0363-SVHYR,Male,0,Yes,Yes,71,Long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,High,6263.8,,No,No
8547-NSBBO,Male,0,No,No,35,Medium,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,High,3403.4,,No,No
8258-GSTJK,Male,1,No,No,3,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77,High,237.75,,Yes,Yes
6861-OKBCE,Female,0,No,Yes,11,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,Low,221.35,,Yes,No
9940-RHLFB,Female,0,No,No,1,New,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,High,75.3,,Yes,No
6591-QGOYB,Male,0,No,No,17,Medium,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,High,1672.1,,No,No
9070-BCKQP,Female,0,Yes,No,72,Long,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,High,7881.2,,No,No
6421-SZVEM,Female,0,Yes,Yes,28,Medium,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,High,2320.8,,No,No
1328-EUZHC,Female,0,Yes,No,18,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,Low,370.5,,No,No
2995-UPRYS,Female,1,Yes,No,40,Long,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,High,4062.2,,Yes,Yes
8878-RYUKI,Female,0,No,No,52,Long,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,Medium,3043.7,,No,No
9633-DENPU,Female,0,Yes,No,47,Long,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,Medium,2723.4,,No,No
7811-JIVPF,Female,0,No,No,23,Medium,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,Medium,1081.25,,No,No
7113-HIPFI,Male,0,Yes,Yes,66,Long,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,Medium,4097.05,,No,No
8541-QVFKM,Female,0,No,No,8,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,High,632.2,,No,No
6686-YPGHK,Male,1,No,No,47,Long,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,High,4042.3,,Yes,Yes
1383-EZRWL,Female,0,No,No,7,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,Low,164.85,,Yes,No
9258-CNWAC,Female,0,Yes,Yes,71,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,High,8166.8,,No,No
5371-VYLSX,Female,1,No,No,50,Long,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,High,4113.7,,No,Yes
6374-AFWOX,Male,0,Yes,No,46,Long,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,Medium,3047.15,,No,No
4759-TRPLW,Male,0,No,No,1,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,High,70.4,,Yes,No
5317-FLPJF,Female,0,No,No,66,Long,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,Medium,4193.4,,No,No
7621-VPNET,Female,0,Yes,No,42,Long,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,High,3729.75,,No,No
6034-YMTOB,Female,0,No,No,5,New,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,High,399.45,,No,No
8563-IIOXK,Male,0,Yes,Yes,7,New,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,Medium,331.3,,Yes,No
4903-CNOZC,Male,0,No,No,29,Medium,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,High,1964.6,,No,No
4353-HYOJD,Female,0,Yes,Yes,27,Medium,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,Medium,1336.15,,No,No
8020-BWHYL,Female,1,No,No,15,Medium,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,High,1147.45,,Yes,Yes
7267-FRMJW,Female,0,Yes,Yes,25,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,Low,486.05,,No,No
2982-VPSGI,Female,0,Yes,No,11,New,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94,High,1078.9,,Yes,No
4188-FRABG,Male,0,Yes,No,57,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,High,5925.75,,No,No
8199-ZLLSA,Male,0,No,No,67,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,High,7804.15,,Yes,No
4128-ETESU,Female,1,Yes,No,47,Long,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,High,4747.2,,No,Yes
0620-DLSLK,Female,0,No,No,13,Medium,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,High,1028.9,,No,No
4625-EWPTF,Male,0,No,No,8,New,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,Low,226.45,,Yes,No
5980-NOPLP,Female,0,Yes,No,44,Long,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,High,4364.1,,Yes,No
3850-OKINF,Male,0,Yes,Yes,71,Long,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,Medium,4692.55,,No,No
6892-XPFPU,Male,1,Yes,No,24,Medium,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,High,2433.9,,Yes,Yes
8010-EZLOU,Male,1,No,No,15,Medium,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,High,1217.25,,Yes,Yes
1156-ZFYDO,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,Low,19.75,,No,No
3295-YVUSR,Male,1,No,No,2,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,High,154.3,,No,Yes
8016-NCFVO,Male,1,No,No,55,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,High,6382.55,,No,Yes
4119-ZYPZY,Male,1,No,No,71,Long,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,High,7623.2,,No,Yes
5549-ZGHFB,Male,0,Yes,Yes,50,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,Low,1261.45,,No,No
7577-SWIFR,Male,0,No,No,1,New,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,High,89.25,,No,No
0303-WMMRN,Male,0,No,No,5,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,Low,86.05,,No,No
6408-OTUBZ,Female,0,No,No,66,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,High,6779.05,,No,No
5204-HMGYF,Female,0,Yes,Yes,49,Long,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,High,4345,,No,No
1078-TDCRN,Female,1,Yes,No,3,New,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,Low,82.85,,No,Yes
3727-OVPRY,Male,0,Yes,Yes,66,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,Low,1714.55,,No,No
3797-FKOGQ,Male,0,No,Yes,11,New,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,High,893.2,,No,No
7622-NXQZR,Male,0,No,No,28,Medium,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,Low,810.85,,No,No
6196-HBOBZ,Male,0,Yes,No,65,Long,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,High,6347.55,,No,No
3970-XGJDU,Female,0,No,No,62,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,Low,1123.65,,No,No
7017-VFULY,Female,0,Yes,No,2,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,Low,43.15,,No,No
5562-YJQGT,Female,0,No,No,2,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,Low,35.1,,No,No
8807-OPMBM,Female,0,Yes,Yes,55,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,Low,1388,,No,No
5439-WIKXB,Male,1,Yes,No,41,Long,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,High,3851.45,,No,Yes
9874-QLCLH,Female,0,Yes,Yes,17,Medium,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,High,1743.5,,Yes,No
8294-UIMBA,Female,0,No,No,30,Medium,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,High,2638.1,,No,No
8109-YUOHE,Male,0,No,No,17,Medium,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,Medium,946.95,,No,No
5840-NVDCG,Female,0,Yes,Yes,16,Medium,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,Medium,1114.85,,No,No
8092-NLTGF,Male,0,No,No,72,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,Low,1777.6,,No,No
5928-QLDHB,Male,0,No,No,9,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,High,684.85,,No,No
9840-EFJQB,Female,0,No,No,1,New,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,High,74.35,,No,No
0696-UKTOX,Male,0,No,Yes,23,Medium,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,Medium,1312.45,,No,No
4801-KFYKL,Male,0,No,Yes,8,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,Low,159.2,,No,No
3472-OAOOR,Male,0,Yes,Yes,19,Medium,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,Low,610.2,,No,No
6135-OZQVA,Female,0,No,No,7,New,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,Medium,404.35,,No,No
8062-YBDOE,Male,1,No,No,1,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,Medium,69.65,,Yes,Yes
2252-JHJGE,Male,0,No,No,61,Long,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104,High,6363.45,,No,No
4188-PCPIG,Female,0,Yes,No,57,Long,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,High,4124.65,,No,No
6000-APYLU,Male,0,No,No,9,New,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,High,713.1,,Yes,No
7105-BENQF,Male,0,No,Yes,15,Medium,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,Medium,950.75,,No,No
7721-DVEKZ,Female,0,No,No,1,New,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,Low,19.65,,No,No
3566-VVORZ,Female,0,Yes,No,12,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.9,Medium,505.95,,No,No
9507-HSMMZ,Male,0,No,No,54,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20,Low,1149.65,,No,No
2480-SQIOB,Male,0,Yes,Yes,4,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.8,Medium,169.65,,No,No
0947-IDHRQ,Female,0,No,No,7,New,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.3,High,526.7,,Yes,No
7813-TKCVO,Female,0,Yes,No,20,Medium,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,Low,393.15,,No,No
0128-MKWSG,Female,0,No,Yes,26,Medium,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,45.8,Medium,1147,,No,No
3672-YITQD,Male,1,Yes,No,36,Medium,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,High,3021.6,,Yes,Yes
4350-ZTLPI,Female,0,Yes,No,53,Long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,High,5718.2,,No,No
9048-JVYVF,Male,0,No,No,3,New,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,Medium,191.35,,Yes,No
0361-HJRDX,Female,0,No,No,68,Long,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),64.35,Medium,4539.6,,No,No
5727-MYATE,Male,0,Yes,Yes,72,Long,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,High,6397.6,,No,No
3823-KYNQY,Male,0,No,No,12,New,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.95,Low,280.4,,No,No
8988-ECPJR,Female,1,Yes,Yes,34,Medium,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,79.6,High,2718.3,,Yes,Yes
7570-WELNY,Female,0,Yes,No,68,Long,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.7,High,5711.05,,No,No
3021-VLNRJ,Female,0,No,Yes,50,Long,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),70.8,High,3478.15,,No,No
3776-EKTKM,Female,1,No,No,1,New,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,36.45,Medium,36.45,,Yes,Yes
2080-CAZNM,Female,1,No,No,41,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,High,4133.95,,No,Yes
1028-FFNJK,Male,1,Yes,No,30,Medium,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,High,2917.65,,No,Yes
6907-FLBER,Male,0,No,No,1,New,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.3,Medium,54.3,,No,No
3001-UNBTL,Male,1,Yes,Yes,29,Medium,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,High,2964.8,,No,Yes
5982-PSMKW,Female,0,Yes,Yes,23,Medium,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,High,2198.3,,No,No
3507-GASNP,Male,0,No,Yes,60,Long,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.95,Low,1189.9,,No,No
7096-ZNBZI,Female,0,Yes,No,72,Long,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,Low,1914.5,,No,No
1902-XBTFB,Male,0,No,Yes,22,Medium,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,High,2001.5,,Yes,No
1676-MQAOA,Male,0,No,No,72,Long,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,High,5336.35,,No,No
0786-IVLAW,Female,1,No,No,66,Long,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),108.1,High,7238.6,,No,Yes
7566-DSRLQ,Female,0,Yes,No,72,Long,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.15,High,7998.8,,No,No
0643-OKLRP,Female,1,Yes,No,47,Long,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,High,3825.85,,Yes,Yes
